"loc","year","month","deaths","deaths_lower","deaths_upper"
"Michigan",2015,7,"151","NA","NA"
"Michigan",2015,8,"150","NA","NA"
"Michigan",2015,9,"166","NA","NA"
"Michigan",2015,10,"151","NA","NA"
"Michigan",2015,11,"158","NA","NA"
"Michigan",2015,12,"119","NA","NA"
"Michigan",2016,1,"162","NA","NA"
"Michigan",2016,2,"178","NA","NA"
"Michigan",2016,3,"211","NA","NA"
"Michigan",2016,4,"164","NA","NA"
"Michigan",2016,5,"177","NA","NA"
"Michigan",2016,6,"150","NA","NA"
"Michigan",2016,7,"179","NA","NA"
"Michigan",2016,8,"177","NA","NA"
"Michigan",2016,9,"201","NA","NA"
"Michigan",2016,10,"248","NA","NA"
"Michigan",2016,11,"237","NA","NA"
"Michigan",2016,12,"264","NA","NA"
"Michigan",2017,1,"256","NA","NA"
"Michigan",2017,2,"209","NA","NA"
"Michigan",2017,3,"238","NA","NA"
"Michigan",2017,4,"183","NA","NA"
"Michigan",2017,5,"221","NA","NA"
"Michigan",2017,6,"198","NA","NA"
"Michigan",2017,7,"221","NA","NA"
"Michigan",2017,8,"247","NA","NA"
"Michigan",2017,9,"226","NA","NA"
"Michigan",2017,10,"226","NA","NA"
"Michigan",2017,11,"243","NA","NA"
"Michigan",2017,12,"226","NA","NA"
"Michigan",2018,1,"241","NA","NA"
"Michigan",2018,2,"224","NA","NA"
"Michigan",2018,3,"250","NA","NA"
"Michigan",2018,4,"204","NA","NA"
"Michigan",2018,5,"187","NA","NA"
"Michigan",2018,6,"223","NA","NA"
"Michigan",2018,7,"248","NA","NA"
"Michigan",2018,8,"215","NA","NA"
"Michigan",2018,9,"199","NA","NA"
"Michigan",2018,10,"195","NA","NA"
"Michigan",2018,11,"201","NA","NA"
"Michigan",2018,12,"204","NA","NA"
"Michigan",2019,1,"182","NA","NA"
"Michigan",2019,2,"180","NA","NA"
"Michigan",2019,3,"205","NA","NA"
"Michigan",2019,4,"191","NA","NA"
"Michigan",2019,5,"238","NA","NA"
"Michigan",2019,6,"185","NA","NA"
"Michigan",2019,7,"202","NA","NA"
"Michigan",2019,8,"165","NA","NA"
"Michigan",2019,9,"206","NA","NA"
"Michigan",2019,10,"210","NA","NA"
"Michigan",2019,11,"227","NA","NA"
"Michigan",2019,12,"194","NA","NA"
"Michigan",2020,1,"174","168","180"
"Michigan",2020,2,"215","208","222"
"Michigan",2020,3,"232","224","240"
"Michigan",2020,4,"228","220","236"
"Michigan",2020,5,"310","300","320"
"Michigan",2020,6,"275","266","284"
"Michigan",2020,7,"259","251","267"
"Michigan",2020,8,"219","211","227"
"Michigan",2020,9,"210","202","218"
"Missouri",2014,1,"96","NA","NA"
"Missouri",2014,2,"94","NA","NA"
"Missouri",2014,3,"105","NA","NA"
"Missouri",2014,4,"95","NA","NA"
"Missouri",2014,5,"93","NA","NA"
"Missouri",2014,6,"75","NA","NA"
"Missouri",2014,7,"94","NA","NA"
"Missouri",2014,8,"101","NA","NA"
"Missouri",2014,9,"81","NA","NA"
"Missouri",2014,10,"80","NA","NA"
"Missouri",2014,11,"70","NA","NA"
"Missouri",2014,12,"83","NA","NA"
"Missouri",2015,1,"106","NA","NA"
"Missouri",2015,2,"91","NA","NA"
"Missouri",2015,3,"93","NA","NA"
"Missouri",2015,4,"79","NA","NA"
"Missouri",2015,5,"109","NA","NA"
"Missouri",2015,6,"97","NA","NA"
"Missouri",2015,7,"86","NA","NA"
"Missouri",2015,8,"74","NA","NA"
"Missouri",2015,9,"90","NA","NA"
"Missouri",2015,10,"76","NA","NA"
"Missouri",2015,11,"90","NA","NA"
"Missouri",2015,12,"75","NA","NA"
"Missouri",2016,1,"121","NA","NA"
"Missouri",2016,2,"119","NA","NA"
"Missouri",2016,3,"100","NA","NA"
"Missouri",2016,4,"105","NA","NA"
"Missouri",2016,5,"106","NA","NA"
"Missouri",2016,6,"105","NA","NA"
"Missouri",2016,7,"117","NA","NA"
"Missouri",2016,8,"118","NA","NA"
"Missouri",2016,9,"106","NA","NA"
"Missouri",2016,10,"115","NA","NA"
"Missouri",2016,11,"124","NA","NA"
"Missouri",2016,12,"135","NA","NA"
"Missouri",2017,1,"122","NA","NA"
"Missouri",2017,2,"107","NA","NA"
"Missouri",2017,3,"125","NA","NA"
"Missouri",2017,4,"89","NA","NA"
"Missouri",2017,5,"108","NA","NA"
"Missouri",2017,6,"106","NA","NA"
"Missouri",2017,7,"112","NA","NA"
"Missouri",2017,8,"115","NA","NA"
"Missouri",2017,9,"127","NA","NA"
"Missouri",2017,10,"122","NA","NA"
"Missouri",2017,11,"107","NA","NA"
"Missouri",2017,12,"127","NA","NA"
"Missouri",2018,1,"123","NA","NA"
"Missouri",2018,2,"118","NA","NA"
"Missouri",2018,3,"124","NA","NA"
"Missouri",2018,4,"121","NA","NA"
"Missouri",2018,5,"125","NA","NA"
"Missouri",2018,6,"146","NA","NA"
"Missouri",2018,7,"140","NA","NA"
"Missouri",2018,8,"150","NA","NA"
"Missouri",2018,9,"137","NA","NA"
"Missouri",2018,10,"155","NA","NA"
"Missouri",2018,11,"137","NA","NA"
"Missouri",2018,12,"134","NA","NA"
"Missouri",2019,1,"156","NA","NA"
"Missouri",2019,2,"123","NA","NA"
"Missouri",2019,3,"134","NA","NA"
"Missouri",2019,4,"92","NA","NA"
"Missouri",2019,5,"111","NA","NA"
"Missouri",2019,6,"100","NA","NA"
"Missouri",2019,7,"139","NA","NA"
"Missouri",2019,8,"153","NA","NA"
"Missouri",2019,9,"142","NA","NA"
"Missouri",2019,10,"139","NA","NA"
"Missouri",2019,11,"139","NA","NA"
"Missouri",2019,12,"155","NA","NA"
"Missouri",2020,1,"150","144","156"
"Missouri",2020,2,"159","153","165"
"Missouri",2020,3,"157","151","163"
"Missouri",2020,4,"185","178","192"
"Missouri",2020,5,"193","186","200"
"Missouri",2020,6,"161","155","167"
"Missouri",2020,7,"163","157","169"
"Missouri",2020,8,"151","145","157"
"Missouri",2020,9,"142","137","147"
"New Hampshire",2014,1,"24","NA","NA"
"New Hampshire",2014,2,"20","NA","NA"
"New Hampshire",2014,3,"28","NA","NA"
"New Hampshire",2014,4,"19","NA","NA"
"New Hampshire",2014,5,"26","NA","NA"
"New Hampshire",2014,6,"26","NA","NA"
"New Hampshire",2014,7,"21","NA","NA"
"New Hampshire",2014,8,"23","NA","NA"
"New Hampshire",2014,9,"27","NA","NA"
"New Hampshire",2014,10,"38","NA","NA"
"New Hampshire",2014,11,"37","NA","NA"
"New Hampshire",2014,12,"45","NA","NA"
"New Hampshire",2015,1,"36","NA","NA"
"New Hampshire",2015,2,"30","NA","NA"
"New Hampshire",2015,3,"36","NA","NA"
"New Hampshire",2015,4,"46","NA","NA"
"New Hampshire",2015,5,"35","NA","NA"
"New Hampshire",2015,6,"39","NA","NA"
"New Hampshire",2015,7,"32","NA","NA"
"New Hampshire",2015,8,"25","NA","NA"
"New Hampshire",2015,9,"46","NA","NA"
"New Hampshire",2015,10,"42","NA","NA"
"New Hampshire",2015,11,"32","NA","NA"
"New Hampshire",2015,12,"23","NA","NA"
"New Hampshire",2016,1,"33","NA","NA"
"New Hampshire",2016,2,"47","NA","NA"
"New Hampshire",2016,3,"48","NA","NA"
"New Hampshire",2016,4,"45","NA","NA"
"New Hampshire",2016,5,"46","NA","NA"
"New Hampshire",2016,6,"27","NA","NA"
"New Hampshire",2016,7,"42","NA","NA"
"New Hampshire",2016,8,"36","NA","NA"
"New Hampshire",2016,9,"49","NA","NA"
"New Hampshire",2016,10,"42","NA","NA"
"New Hampshire",2016,11,"30","NA","NA"
"New Hampshire",2016,12,"36","NA","NA"
"New Hampshire",2017,1,"30","NA","NA"
"New Hampshire",2017,2,"29","NA","NA"
"New Hampshire",2017,3,"34","NA","NA"
"New Hampshire",2017,4,"51","NA","NA"
"New Hampshire",2017,5,"39","NA","NA"
"New Hampshire",2017,6,"38","NA","NA"
"New Hampshire",2017,7,"51","NA","NA"
"New Hampshire",2017,8,"37","NA","NA"
"New Hampshire",2017,9,"47","NA","NA"
"New Hampshire",2017,10,"44","NA","NA"
"New Hampshire",2017,11,"26","NA","NA"
"New Hampshire",2017,12,"41","NA","NA"
"New Hampshire",2018,1,"28","NA","NA"
"New Hampshire",2018,2,"39","NA","NA"
"New Hampshire",2018,3,"43","NA","NA"
"New Hampshire",2018,4,"37","NA","NA"
"New Hampshire",2018,5,"41","NA","NA"
"New Hampshire",2018,6,"25","NA","NA"
"New Hampshire",2018,7,"53","NA","NA"
"New Hampshire",2018,8,"35","NA","NA"
"New Hampshire",2018,9,"35","NA","NA"
"New Hampshire",2018,10,"39","NA","NA"
"New Hampshire",2018,11,"36","NA","NA"
"New Hampshire",2018,12,"41","NA","NA"
"New Hampshire",2019,1,"31","NA","NA"
"New Hampshire",2019,2,"42","NA","NA"
"New Hampshire",2019,3,"41","NA","NA"
"New Hampshire",2019,4,"31","NA","NA"
"New Hampshire",2019,5,"28","NA","NA"
"New Hampshire",2019,6,"27","NA","NA"
"New Hampshire",2019,7,"24","NA","NA"
"New Hampshire",2019,8,"32","NA","NA"
"New Hampshire",2019,9,"34","NA","NA"
"New Hampshire",2019,10,"36","NA","NA"
"New Hampshire",2019,11,"29","NA","NA"
"New Hampshire",2019,12,"52","NA","NA"
"New Hampshire",2020,1,"28","25","31"
"New Hampshire",2020,2,"37","32","42"
"New Hampshire",2020,3,"46","40","52"
"New Hampshire",2020,4,"44","39","49"
"New Hampshire",2020,5,"43","38","48"
"New Hampshire",2020,6,"23","20","26"
"New Hampshire",2020,7,"42","36","48"
"New Hampshire",2020,8,"19","17","21"
"New Hampshire",2020,9,"30","26","34"
"Arizona",2014,1,"115","NA","NA"
"Arizona",2014,2,"100","NA","NA"
"Arizona",2014,3,"110","NA","NA"
"Arizona",2014,4,"99","NA","NA"
"Arizona",2014,5,"99","NA","NA"
"Arizona",2014,6,"90","NA","NA"
"Arizona",2014,7,"114","NA","NA"
"Arizona",2014,8,"95","NA","NA"
"Arizona",2014,9,"98","NA","NA"
"Arizona",2014,10,"91","NA","NA"
"Arizona",2014,11,"108","NA","NA"
"Arizona",2014,12,"92","NA","NA"
"Arizona",2015,1,"79","NA","NA"
"Arizona",2015,2,"89","NA","NA"
"Arizona",2015,3,"115","NA","NA"
"Arizona",2015,4,"102","NA","NA"
"Arizona",2015,5,"115","NA","NA"
"Arizona",2015,6,"114","NA","NA"
"Arizona",2015,7,"103","NA","NA"
"Arizona",2015,8,"137","NA","NA"
"Arizona",2015,9,"104","NA","NA"
"Arizona",2015,10,"114","NA","NA"
"Arizona",2015,11,"114","NA","NA"
"Arizona",2015,12,"88","NA","NA"
"Arizona",2016,1,"103","NA","NA"
"Arizona",2016,2,"97","NA","NA"
"Arizona",2016,3,"116","NA","NA"
"Arizona",2016,4,"125","NA","NA"
"Arizona",2016,5,"122","NA","NA"
"Arizona",2016,6,"138","NA","NA"
"Arizona",2016,7,"161","NA","NA"
"Arizona",2016,8,"127","NA","NA"
"Arizona",2016,9,"96","NA","NA"
"Arizona",2016,10,"115","NA","NA"
"Arizona",2016,11,"102","NA","NA"
"Arizona",2016,12,"80","NA","NA"
"Arizona",2017,1,"127","NA","NA"
"Arizona",2017,2,"89","NA","NA"
"Arizona",2017,3,"133","NA","NA"
"Arizona",2017,4,"113","NA","NA"
"Arizona",2017,5,"141","NA","NA"
"Arizona",2017,6,"148","NA","NA"
"Arizona",2017,7,"155","NA","NA"
"Arizona",2017,8,"150","NA","NA"
"Arizona",2017,9,"118","NA","NA"
"Arizona",2017,10,"126","NA","NA"
"Arizona",2017,11,"115","NA","NA"
"Arizona",2017,12,"117","NA","NA"
"Arizona",2018,1,"142","NA","NA"
"Arizona",2018,2,"103","NA","NA"
"Arizona",2018,3,"148","NA","NA"
"Arizona",2018,4,"122","NA","NA"
"Arizona",2018,5,"140","NA","NA"
"Arizona",2018,6,"150","NA","NA"
"Arizona",2018,7,"187","NA","NA"
"Arizona",2018,8,"163","NA","NA"
"Arizona",2018,9,"110","NA","NA"
"Arizona",2018,10,"122","NA","NA"
"Arizona",2018,11,"145","NA","NA"
"Arizona",2018,12,"138","NA","NA"
"Arizona",2019,1,"136","NA","NA"
"Arizona",2019,2,"121","NA","NA"
"Arizona",2019,3,"157","NA","NA"
"Arizona",2019,4,"129","NA","NA"
"Arizona",2019,5,"151","NA","NA"
"Arizona",2019,6,"140","NA","NA"
"Arizona",2019,7,"217","NA","NA"
"Arizona",2019,8,"176","NA","NA"
"Arizona",2019,9,"181","NA","NA"
"Arizona",2019,10,"176","NA","NA"
"Arizona",2019,11,"154","NA","NA"
"Arizona",2019,12,"169","NA","NA"
"Arizona",2020,1,"180","161","199"
"Arizona",2020,2,"165","147","183"
"Arizona",2020,3,"200","178","222"
"Arizona",2020,4,"174","155","193"
"Arizona",2020,5,"233","208","258"
"Arizona",2020,6,"286","255","317"
"Arizona",2020,7,"330","294","366"
"Arizona",2020,8,"300","267","333"
"Arizona",2020,9,"193","172","214"
"New Jersey",2014,1,"122","NA","NA"
"New Jersey",2014,2,"101","NA","NA"
"New Jersey",2014,3,"125","NA","NA"
"New Jersey",2014,4,"101","NA","NA"
"New Jersey",2014,5,"99","NA","NA"
"New Jersey",2014,6,"93","NA","NA"
"New Jersey",2014,7,"100","NA","NA"
"New Jersey",2014,8,"114","NA","NA"
"New Jersey",2014,9,"87","NA","NA"
"New Jersey",2014,10,"111","NA","NA"
"New Jersey",2014,11,"103","NA","NA"
"New Jersey",2014,12,"97","NA","NA"
"New Jersey",2015,1,"116","NA","NA"
"New Jersey",2015,2,"109","NA","NA"
"New Jersey",2015,3,"129","NA","NA"
"New Jersey",2015,4,"114","NA","NA"
"New Jersey",2015,5,"130","NA","NA"
"New Jersey",2015,6,"125","NA","NA"
"New Jersey",2015,7,"129","NA","NA"
"New Jersey",2015,8,"157","NA","NA"
"New Jersey",2015,9,"119","NA","NA"
"New Jersey",2015,10,"118","NA","NA"
"New Jersey",2015,11,"100","NA","NA"
"New Jersey",2015,12,"108","NA","NA"
"New Jersey",2016,1,"127","NA","NA"
"New Jersey",2016,2,"161","NA","NA"
"New Jersey",2016,3,"190","NA","NA"
"New Jersey",2016,4,"208","NA","NA"
"New Jersey",2016,5,"147","NA","NA"
"New Jersey",2016,6,"141","NA","NA"
"New Jersey",2016,7,"191","NA","NA"
"New Jersey",2016,8,"144","NA","NA"
"New Jersey",2016,9,"137","NA","NA"
"New Jersey",2016,10,"203","NA","NA"
"New Jersey",2016,11,"200","NA","NA"
"New Jersey",2016,12,"207","NA","NA"
"New Jersey",2017,1,"249","NA","NA"
"New Jersey",2017,2,"194","NA","NA"
"New Jersey",2017,3,"264","NA","NA"
"New Jersey",2017,4,"237","NA","NA"
"New Jersey",2017,5,"232","NA","NA"
"New Jersey",2017,6,"229","NA","NA"
"New Jersey",2017,7,"204","NA","NA"
"New Jersey",2017,8,"223","NA","NA"
"New Jersey",2017,9,"229","NA","NA"
"New Jersey",2017,10,"166","NA","NA"
"New Jersey",2017,11,"203","NA","NA"
"New Jersey",2017,12,"255","NA","NA"
"New Jersey",2018,1,"234","NA","NA"
"New Jersey",2018,2,"196","NA","NA"
"New Jersey",2018,3,"252","NA","NA"
"New Jersey",2018,4,"224","NA","NA"
"New Jersey",2018,5,"260","NA","NA"
"New Jersey",2018,6,"248","NA","NA"
"New Jersey",2018,7,"236","NA","NA"
"New Jersey",2018,8,"270","NA","NA"
"New Jersey",2018,9,"242","NA","NA"
"New Jersey",2018,10,"276","NA","NA"
"New Jersey",2018,11,"226","NA","NA"
"New Jersey",2018,12,"236","NA","NA"
"New Jersey",2019,1,"188","NA","NA"
"New Jersey",2019,2,"238","NA","NA"
"New Jersey",2019,3,"195","NA","NA"
"New Jersey",2019,4,"191","NA","NA"
"New Jersey",2019,5,"231","NA","NA"
"New Jersey",2019,6,"232","NA","NA"
"New Jersey",2019,7,"249","NA","NA"
"New Jersey",2019,8,"279","NA","NA"
"New Jersey",2019,9,"215","NA","NA"
"New Jersey",2019,10,"256","NA","NA"
"New Jersey",2019,11,"265","NA","NA"
"New Jersey",2019,12,"266","NA","NA"
"New Jersey",2020,1,"246","236","256"
"New Jersey",2020,2,"241","231","251"
"New Jersey",2020,3,"249","239","259"
"New Jersey",2020,4,"217","208","226"
"New Jersey",2020,5,"286","274","298"
"New Jersey",2020,6,"252","241","263"
"New Jersey",2020,7,"237","227","247"
"New Jersey",2020,8,"245","234","256"
"New Jersey",2020,9,"230","220","240"
"South Carolina",2014,1,"68","NA","NA"
"South Carolina",2014,2,"52","NA","NA"
"South Carolina",2014,3,"58","NA","NA"
"South Carolina",2014,4,"37","NA","NA"
"South Carolina",2014,5,"52","NA","NA"
"South Carolina",2014,6,"54","NA","NA"
"South Carolina",2014,7,"57","NA","NA"
"South Carolina",2014,8,"54","NA","NA"
"South Carolina",2014,9,"66","NA","NA"
"South Carolina",2014,10,"63","NA","NA"
"South Carolina",2014,11,"71","NA","NA"
"South Carolina",2014,12,"69","NA","NA"
"South Carolina",2015,1,"71","NA","NA"
"South Carolina",2015,2,"62","NA","NA"
"South Carolina",2015,3,"71","NA","NA"
"South Carolina",2015,4,"38","NA","NA"
"South Carolina",2015,5,"75","NA","NA"
"South Carolina",2015,6,"59","NA","NA"
"South Carolina",2015,7,"54","NA","NA"
"South Carolina",2015,8,"70","NA","NA"
"South Carolina",2015,9,"51","NA","NA"
"South Carolina",2015,10,"79","NA","NA"
"South Carolina",2015,11,"65","NA","NA"
"South Carolina",2015,12,"66","NA","NA"
"South Carolina",2016,1,"64","NA","NA"
"South Carolina",2016,2,"57","NA","NA"
"South Carolina",2016,3,"85","NA","NA"
"South Carolina",2016,4,"72","NA","NA"
"South Carolina",2016,5,"68","NA","NA"
"South Carolina",2016,6,"84","NA","NA"
"South Carolina",2016,7,"76","NA","NA"
"South Carolina",2016,8,"67","NA","NA"
"South Carolina",2016,9,"63","NA","NA"
"South Carolina",2016,10,"88","NA","NA"
"South Carolina",2016,11,"60","NA","NA"
"South Carolina",2016,12,"95","NA","NA"
"South Carolina",2017,1,"88","NA","NA"
"South Carolina",2017,2,"84","NA","NA"
"South Carolina",2017,3,"71","NA","NA"
"South Carolina",2017,4,"83","NA","NA"
"South Carolina",2017,5,"100","NA","NA"
"South Carolina",2017,6,"100","NA","NA"
"South Carolina",2017,7,"78","NA","NA"
"South Carolina",2017,8,"86","NA","NA"
"South Carolina",2017,9,"91","NA","NA"
"South Carolina",2017,10,"78","NA","NA"
"South Carolina",2017,11,"77","NA","NA"
"South Carolina",2017,12,"72","NA","NA"
"South Carolina",2018,1,"95","NA","NA"
"South Carolina",2018,2,"88","NA","NA"
"South Carolina",2018,3,"100","NA","NA"
"South Carolina",2018,4,"114","NA","NA"
"South Carolina",2018,5,"92","NA","NA"
"South Carolina",2018,6,"94","NA","NA"
"South Carolina",2018,7,"94","NA","NA"
"South Carolina",2018,8,"85","NA","NA"
"South Carolina",2018,9,"86","NA","NA"
"South Carolina",2018,10,"98","NA","NA"
"South Carolina",2018,11,"76","NA","NA"
"South Carolina",2018,12,"103","NA","NA"
"South Carolina",2019,1,"90","NA","NA"
"South Carolina",2019,2,"82","NA","NA"
"South Carolina",2019,3,"86","NA","NA"
"South Carolina",2019,4,"85","NA","NA"
"South Carolina",2019,5,"84","NA","NA"
"South Carolina",2019,6,"85","NA","NA"
"South Carolina",2019,7,"88","NA","NA"
"South Carolina",2019,8,"115","NA","NA"
"South Carolina",2019,9,"110","NA","NA"
"South Carolina",2019,10,"96","NA","NA"
"South Carolina",2019,11,"98","NA","NA"
"South Carolina",2019,12,"108","NA","NA"
"South Carolina",2020,1,"101","93","109"
"South Carolina",2020,2,"112","103","121"
"South Carolina",2020,3,"157","144","170"
"South Carolina",2020,4,"140","129","151"
"South Carolina",2020,5,"167","153","181"
"South Carolina",2020,6,"160","148","172"
"South Carolina",2020,7,"158","146","170"
"South Carolina",2020,8,"166","153","179"
"South Carolina",2020,9,"152","140","164"
"Illinois",2014,1,"155","NA","NA"
"Illinois",2014,2,"124","NA","NA"
"Illinois",2014,3,"137","NA","NA"
"Illinois",2014,4,"115","NA","NA"
"Illinois",2014,5,"133","NA","NA"
"Illinois",2014,6,"145","NA","NA"
"Illinois",2014,7,"164","NA","NA"
"Illinois",2014,8,"126","NA","NA"
"Illinois",2014,9,"132","NA","NA"
"Illinois",2014,10,"170","NA","NA"
"Illinois",2014,11,"146","NA","NA"
"Illinois",2014,12,"158","NA","NA"
"Illinois",2015,1,"126","NA","NA"
"Illinois",2015,2,"129","NA","NA"
"Illinois",2015,3,"158","NA","NA"
"Illinois",2015,4,"157","NA","NA"
"Illinois",2015,5,"178","NA","NA"
"Illinois",2015,6,"127","NA","NA"
"Illinois",2015,7,"149","NA","NA"
"Illinois",2015,8,"152","NA","NA"
"Illinois",2015,9,"156","NA","NA"
"Illinois",2015,10,"191","NA","NA"
"Illinois",2015,11,"150","NA","NA"
"Illinois",2015,12,"162","NA","NA"
"Illinois",2016,1,"149","NA","NA"
"Illinois",2016,2,"191","NA","NA"
"Illinois",2016,3,"221","NA","NA"
"Illinois",2016,4,"226","NA","NA"
"Illinois",2016,5,"218","NA","NA"
"Illinois",2016,6,"207","NA","NA"
"Illinois",2016,7,"208","NA","NA"
"Illinois",2016,8,"176","NA","NA"
"Illinois",2016,9,"206","NA","NA"
"Illinois",2016,10,"179","NA","NA"
"Illinois",2016,11,"189","NA","NA"
"Illinois",2016,12,"241","NA","NA"
"Illinois",2017,1,"247","NA","NA"
"Illinois",2017,2,"232","NA","NA"
"Illinois",2017,3,"220","NA","NA"
"Illinois",2017,4,"202","NA","NA"
"Illinois",2017,5,"182","NA","NA"
"Illinois",2017,6,"206","NA","NA"
"Illinois",2017,7,"221","NA","NA"
"Illinois",2017,8,"249","NA","NA"
"Illinois",2017,9,"289","NA","NA"
"Illinois",2017,10,"244","NA","NA"
"Illinois",2017,11,"251","NA","NA"
"Illinois",2017,12,"235","NA","NA"
"Illinois",2018,1,"242","NA","NA"
"Illinois",2018,2,"208","NA","NA"
"Illinois",2018,3,"239","NA","NA"
"Illinois",2018,4,"234","NA","NA"
"Illinois",2018,5,"232","NA","NA"
"Illinois",2018,6,"209","NA","NA"
"Illinois",2018,7,"246","NA","NA"
"Illinois",2018,8,"205","NA","NA"
"Illinois",2018,9,"220","NA","NA"
"Illinois",2018,10,"247","NA","NA"
"Illinois",2018,11,"194","NA","NA"
"Illinois",2018,12,"246","NA","NA"
"Illinois",2019,1,"193","NA","NA"
"Illinois",2019,2,"178","NA","NA"
"Illinois",2019,3,"209","NA","NA"
"Illinois",2019,4,"200","NA","NA"
"Illinois",2019,5,"266","NA","NA"
"Illinois",2019,6,"224","NA","NA"
"Illinois",2019,7,"232","NA","NA"
"Illinois",2019,8,"258","NA","NA"
"Illinois",2019,9,"256","NA","NA"
"Illinois",2019,10,"232","NA","NA"
"Illinois",2019,11,"255","NA","NA"
"Illinois",2019,12,"287","NA","NA"
"Illinois",2020,1,"253","244","262"
"Illinois",2020,2,"290","280","300"
"Illinois",2020,3,"302","291","313"
"Illinois",2020,4,"345","332","358"
"Illinois",2020,5,"412","397","427"
"Illinois",2020,6,"296","285","307"
"Illinois",2020,7,"309","298","320"
"Illinois",2020,8,"313","301","325"
"Illinois",2020,9,"308","297","319"
"Maine",2014,1,"16","NA","NA"
"Maine",2014,2,"17","NA","NA"
"Maine",2014,3,"14","NA","NA"
"Maine",2014,4,"13","NA","NA"
"Maine",2014,5,"20","NA","NA"
"Maine",2014,6,"19","NA","NA"
"Maine",2014,7,"16","NA","NA"
"Maine",2014,8,"23","NA","NA"
"Maine",2014,9,"18","NA","NA"
"Maine",2014,10,"20","NA","NA"
"Maine",2014,11,"19","NA","NA"
"Maine",2014,12,"21","NA","NA"
"Maine",2015,1,"15","NA","NA"
"Maine",2015,2,"22","NA","NA"
"Maine",2015,3,"28","NA","NA"
"Maine",2015,4,"27","NA","NA"
"Maine",2015,5,"17","NA","NA"
"Maine",2015,6,"19","NA","NA"
"Maine",2015,7,"26","NA","NA"
"Maine",2015,8,"18","NA","NA"
"Maine",2015,9,"30","NA","NA"
"Maine",2015,10,"24","NA","NA"
"Maine",2015,11,"25","NA","NA"
"Maine",2015,12,"18","NA","NA"
"Maine",2016,1,"18","NA","NA"
"Maine",2016,2,"23","NA","NA"
"Maine",2016,3,"32","NA","NA"
"Maine",2016,4,"33","NA","NA"
"Maine",2016,5,"29","NA","NA"
"Maine",2016,6,"44","NA","NA"
"Maine",2016,7,"36","NA","NA"
"Maine",2016,8,"28","NA","NA"
"Maine",2016,9,"28","NA","NA"
"Maine",2016,10,"18","NA","NA"
"Maine",2016,11,"29","NA","NA"
"Maine",2016,12,"35","NA","NA"
"Maine",2017,1,"28","NA","NA"
"Maine",2017,2,"20","NA","NA"
"Maine",2017,3,"34","NA","NA"
"Maine",2017,4,"45","NA","NA"
"Maine",2017,5,"29","NA","NA"
"Maine",2017,6,"33","NA","NA"
"Maine",2017,7,"36","NA","NA"
"Maine",2017,8,"39","NA","NA"
"Maine",2017,9,"40","NA","NA"
"Maine",2017,10,"38","NA","NA"
"Maine",2017,11,"35","NA","NA"
"Maine",2017,12,"47","NA","NA"
"Maine",2018,1,"27","NA","NA"
"Maine",2018,2,"27","NA","NA"
"Maine",2018,3,"38","NA","NA"
"Maine",2018,4,"38","NA","NA"
"Maine",2018,5,"22","NA","NA"
"Maine",2018,6,"31","NA","NA"
"Maine",2018,7,"38","NA","NA"
"Maine",2018,8,"31","NA","NA"
"Maine",2018,9,"24","NA","NA"
"Maine",2018,10,"23","NA","NA"
"Maine",2018,11,"30","NA","NA"
"Maine",2018,12,"16","NA","NA"
"Maine",2019,1,"17","NA","NA"
"Maine",2019,2,"29","NA","NA"
"Maine",2019,3,"28","NA","NA"
"Maine",2019,4,"30","NA","NA"
"Maine",2019,5,"32","NA","NA"
"Maine",2019,6,"38","NA","NA"
"Maine",2019,7,"31","NA","NA"
"Maine",2019,8,"41","NA","NA"
"Maine",2019,9,"27","NA","NA"
"Maine",2019,10,"48","NA","NA"
"Maine",2019,11,"26","NA","NA"
"Maine",2019,12,"24","NA","NA"
"Maine",2020,1,"45","39","51"
"Maine",2020,2,"40","35","45"
"Maine",2020,3,"47","41","53"
"Maine",2020,4,"33","29","37"
"Maine",2020,5,"44","38","50"
"Maine",2020,6,"45","39","51"
"Maine",2020,7,"43","38","48"
